fundRUN,fundName,fundSeries,aafmCategory,svsCategory,svsCategoryId,currency,fundRUNSeries,userCategory,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21
8029-2,BICE RENTA PESOS,K,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8029-2K,"Domestic Bond, > 365",,,,,,,,,,,,,,,,,,,,,,998.5602,995.6355,1008.8654,1014.5821,1020.9717,1026.2481,1032.8117,1035.3502,1038.3363,1043.3448,1045.7824,1045.235,1046.6573,1047.0313,1053.2618,1058.9681,1062.4141,1066.061,1069.7423,1072.2003,1075.8566,1079.8866,1083.95,1084.974,1083.725,1089.016,1094.9264,1100.0871,1103.7729,1111.5782,1118.2476,1130.2408,1144.9081,1159.0992,1167.8164,1172.8825,1161.263,1145.102,1159.7917,1165.3911,1158.7236,1149.5035,1177.5636,1193.4513,1197.5339,1196.7151,1206.6559,1201.0,1208.6334,1213.2053,1213.2053,1213.2053
8141-8,BICE RENTA UF,D,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8141-8D,"Domestic Bond, > 365",1306.3168,1317.5682,1325.376,1322.2983,1328.9951,1337.8048,1349.1051,1355.5667,1358.33,1352.3839,1351.4254,1345.7806,1359.3988,1369.7246,1374.4537,1376.2882,1386.6691,1390.9543,1393.9903,1404.808,1412.5352,1403.3261,1392.8093,1415.7317,1423.8924,1435.3934,1439.7071,1447.1918,1446.046,1446.1443,1445.4944,1451.3192,1443.7347,1437.5801,1438.3592,1450.6144,1456.1821,1463.3827,1466.4883,1466.9711,1474.6686,1480.193,1485.7646,1489.5348,1491.6321,1485.6741,1489.5805,1493.2694,1501.3432,1503.2578,1514.6239,1525.4427,1540.7989,1555.9234,1574.4044,1587.4768,1593.7921,1568.1158,1540.1292,1565.8753,1577.9443,1554.799,1539.9948,1562.4256,1586.7551,1579.9292,1575.2149,1603.3628,1589.2821,1608.5509,1627.8989,1630.4271,1653.0781
8944-3,BICE TENDENCIAS,D,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8944-3D,"Balanced, Aggressive",1066.638,1054.2555,1065.9019,1066.4016,1057.8528,1043.655,1044.6142,1016.4804,1007.4959,1006.2669,1010.4576,992.3995,974.7393,966.6008,960.616,960.6585,957.5782,977.0636,991.9633,988.0058,996.1692,976.4959,944.765,942.0823,945.5076,955.8626,950.799,975.3252,1006.9982,1007.9052,1029.2263,1037.1514,1050.9851,1061.1559,1070.5167,1082.714,1121.487,1071.8155,1054.1058,1044.1969,1047.4235,1050.591,1041.7241,1052.9855,1046.5189,1025.0048,1022.484,1024.9733,1030.8259,1025.2732,1061.1988,1046.9295,1042.5233,1063.4976,1058.3902,1043.2373,1029.7035,1029.2128,1029.0188,1041.9196,1025.8354,952.8753,856.9261,849.0495,850.0171,855.5064,851.5028,858.5138,854.4184,847.2244,878.1583,894.7474,911.3352
8100-0,BICE TESORERIA,CLASICA,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8100-0CLASICA,"Domestic Bond, < 365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3035.9928,3041.9153,3047.9741,3053.4907,3059.4171,3065.1114,3070.9089,3076.5706,3082.3833,3088.2107,3093.871,3099.9917,3106.0996,3112.6609,3119.64,3126.0427,3133.2324,3140.2565,3147.5026,3154.6834,3161.5751,3167.5951,3173.5031,3178.2543,3182.6245,3187.1248,3191.5764,3195.5913,3201.0066,3207.8774,3208.4084,3208.6015,3208.7875,3208.956,3209.1321,3209.3851,3209.5271,3209.7857,3210.0702
8172-8,BONOS HIGH YIELD G,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6.0,D,8172-8A,"International Bond, > 365",3.0409,3.0958,3.0853,3.1202,3.1226,3.0791,3.0612,3.0073,2.9306,3.0044,2.9648,2.9042,2.8454,2.8449,2.9436,3.017,3.0257,3.0327,3.1064,3.1579,3.1646,3.1813,3.1524,3.2099,3.2514,3.2902,3.2783,3.312,3.3435,3.3416,3.3799,3.3781,3.4004,3.4108,3.4077,3.4119,3.4315,3.3943,3.3722,3.3808,3.3519,3.3475,3.3807,3.3862,3.4004,3.3374,3.3043,3.2314,3.3608,3.4113,3.4327,3.4752,3.441,3.5124,3.5263,3.5268,3.5386,3.5524,3.5557,3.6123,3.6195,3.5774,3.148,3.2791,3.4111,3.4433,3.5681,3.6096,3.5562,3.5681,3.7222,3.7996,3.8023
8244-9,BONOS LATAM,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,D,8244-9A,"International Bond, > 365",1611.3361,1617.3539,1616.5127,1637.6836,1632.0212,1599.1705,1599.4386,1565.2029,1512.3972,1566.1481,1549.0742,1507.817,1501.6368,1521.3866,1580.6857,1621.3042,1614.8988,1653.7205,1678.2243,1699.5576,1683.954,1674.5069,1609.8473,1626.7271,1643.6801,1668.7632,1680.8782,1696.8619,1703.8025,1710.1523,1725.6878,1740.0077,1741.068,1737.6516,1744.8308,1748.7364,1743.3488,1719.8215,1718.9901,1705.8283,1683.3716,1689.0623,1718.4381,1704.3091,1712.5399,1690.5236,1680.4838,1704.3622,1740.1385,1750.0596,1778.5115,1786.2596,1796.0232,1825.5822,1836.9128,1867.4992,1866.0474,1871.582,1870.1673,1884.0498,1910.8526,1913.5358,1782.5811,1801.403,1867.8224,1883.2867,1931.496,1936.2941,1929.2305,1936.1981,1958.8026,1976.1864,1957.9676
8799-8,BRASIL ACTIVO,APV,Accionario Brasil,FM DE LIBRE INVERSION,6.0,P,8799-8APV,International Equity,,,,,,,,,,,,,,,,,,,,,,,,,750.5738,791.4293,791.0018,784.4741,752.9673,731.903,801.5455,825.5901,872.5091,831.528,810.4189,805.1317,893.0484,874.4069,881.2498,865.5105,757.8439,720.4715,776.8047,730.4238,722.3963,917.4756,884.6432,911.0952,1002.1918,954.9382,935.7903,944.8056,1006.4968,1057.4224,1160.4083,1108.747,1156.8898,1233.3599,1325.9714,1396.3822,1398.3403,1224.9305,731.3849,762.5886,778.1996,854.9208,884.8709,856.5855,805.0836,779.3378,915.0463,935.7649,902.3977
8204-K,BTG ACCIONES CHILENAS,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8204-KA,Domestic Equity,2694.8496,2854.6329,2809.7165,2877.382,2849.5217,2701.9257,2664.905,2644.9559,2543.8604,2591.7536,2454.9647,2462.3697,2475.5105,2495.1376,2615.8265,2642.3719,2574.6802,2590.2465,2731.4434,2747.9683,2667.5299,2840.2292,2758.6858,2710.48,2752.3258,2897.7032,3214.7789,3254.8631,3259.7509,3182.3043,3425.3707,3524.4854,3587.6495,3827.4404,3371.3619,3802.845,4041.2918,3856.6309,3793.3915,3875.6478,3628.6005,3482.6824,3551.595,3426.5481,3482.1295,3365.036,3392.4142,3386.9754,3559.3297,3460.5364,3397.4608,3344.8292,3161.5565,3234.6949,3166.5972,3006.7924,3184.5467,2918.2573,2675.628,2772.2158,2728.6165,2444.254,1990.6942,2275.6097,2038.4026,2269.3063,2311.4688,2187.9469,2053.474,1944.8186,2215.1789,2258.1906,2302.7403
9449-8,BTG INVESTMENT GRADE,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,9449-8A,"International Bond, > 365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.5074,1010.6253,1014.3488,1016.0152,1016.7784,1018.0233,1019.8454,1004.8605,999.5385,992.2935,973.3922,976.8892,999.0087,992.3155,995.409,989.7518,980.9615,991.3675,1019.1631,1030.7812,1046.3174,1060.3739,1066.1465,1083.845,1093.7752,1101.2736,1104.2488,1116.4768,1106.5619,1118.7952,1137.4356,1136.3091,989.2984,1035.1623,1083.3222,1117.2009,1136.1676,1152.8938,1157.482,1171.0958,1200.4653,1226.3559,1224.3489
8373-9,BTG PACTUAL ACCIONES ASIA EMERGENTE,A,Accionario Asia Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8373-9A,Emerging Equity,1121.8292,1111.5029,1116.838,1144.3238,1132.0422,1119.1734,1099.1828,1029.4404,1004.9313,1071.8057,1074.6205,1059.507,965.3976,932.3293,981.7123,956.7677,991.066,966.8024,1015.8444,1069.8959,1052.9371,1022.728,1012.9757,982.8155,1013.6771,1047.717,1109.8079,1141.3555,1194.4831,1202.4475,1236.9545,1209.3576,1211.9636,1272.2731,1304.2978,1264.2068,1319.5804,1239.8237,1230.1877,1236.8693,1281.0951,1248.8375,1230.0618,1273.8356,1208.9472,1116.1359,1130.3684,1123.7135,1142.7289,1170.4455,1239.7931,1271.7439,1209.4935,1231.1733,1251.8309,1225.2091,1252.8838,1310.7172,1461.8534,1424.6676,1454.5118,1426.4232,1277.9571,1355.4099,1301.9201,1431.2855,1433.9868,1536.276,1534.871,1556.3236,1651.2202,1623.6475,1767.9244
8206-6,BTG PACTUAL ACCIONES LATINOAMERICANAS,B,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8206-6B,International Equity,2580.8937,2637.4303,2491.8253,2618.1449,2501.1911,2602.2856,2562.6632,2412.4048,2297.7289,2394.9857,2387.9808,2295.3285,2277.8018,2264.058,2481.0832,2541.2654,2485.0118,2623.2389,2685.0545,2732.2724,2628.3249,2733.0575,2479.0196,2476.9531,2535.5564,2624.4188,2769.1412,2785.5695,2744.0756,2746.8306,2893.246,2908.7044,2994.7325,2835.7603,2822.7639,2791.2572,3038.4747,2903.5761,2953.4003,2926.7323,2584.9799,2573.6131,2782.2386,2708.5211,2745.6973,2974.4777,2805.5941,2903.2704,3118.4815,2997.3647,3021.1715,3109.1895,3202.1368,3256.0216,3410.0011,3297.814,3394.9954,3596.614,3790.1192,3838.8658,3955.2436,3596.7846,2433.5115,2574.6437,2692.3239,2915.5357,2978.9057,2921.943,2791.2115,2749.4368,3286.0431,3347.5123,3263.4206
8205-8,BTG PACTUAL ACCIONES USA,A,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8205-8A,International Equity,1378.4209,1419.7192,1418.256,1386.3315,1412.6734,1430.2985,1524.6234,1482.836,1421.8967,1523.718,1572.3111,1547.8804,1418.7269,1391.2045,1420.2777,1398.694,1478.9777,1404.3656,1453.4868,1496.8079,1446.1329,1393.0019,1497.1335,1503.7947,1471.4089,1529.8815,1556.6266,1570.8291,1593.1579,1585.4299,1578.8642,1504.6451,1571.3285,1591.4676,1657.5195,1596.8179,1629.0337,1533.2359,1517.1626,1544.6053,1623.7237,1669.4356,1686.1456,1845.5149,1790.8115,1749.6519,1709.984,1597.8603,1630.5257,1663.8674,1748.413,1814.1547,1784.7308,1804.9178,1895.6289,1906.3518,1951.107,2011.0823,2283.8554,2147.3439,2285.3419,2141.5819,1953.8503,2139.8397,2146.4036,2212.4989,2153.7221,2346.516,2293.3076,2195.6756,2418.1535,2314.3076,2371.4122
8575-8,BTG PACTUAL BRASIL,A,Accionario Brasil,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8575-8A,International Equity,1304.9459,1310.5086,1206.6492,1307.0928,1230.7653,1319.7663,1277.8367,1172.8475,1069.3052,1081.5204,1089.6333,1044.034,1019.7543,1008.785,1195.0626,1252.5065,1209.3863,1334.4428,1394.8082,1415.1462,1368.7827,1429.3888,1290.5787,1295.6499,1357.6684,1411.4682,1437.6282,1434.3065,1381.1412,1348.7134,1454.99,1479.1229,1559.1868,1471.7966,1457.9757,1431.6167,1590.1303,1530.215,1553.3898,1479.4933,1257.1116,1192.3951,1295.8144,1210.8558,1239.4417,1541.0164,1460.9176,1509.5505,1636.8961,1550.6942,1536.8097,1567.6632,1664.8793,1686.7865,1802.2401,1717.6527,1758.904,1890.7565,1959.1252,2014.6818,1998.6214,1797.7986,1112.5642,1182.5903,1261.0781,1362.7407,1421.3226,1347.3791,1268.9782,1203.9711,1432.7814,1478.2906,1416.8716
8898-6,BTG PACTUAL CHILE ACCION,B,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8.0,P,8898-6B,"Domestic Bond, < 365",834.9969,892.5091,885.4482,907.8112,899.6074,854.4773,843.8329,837.2407,805.6408,820.2415,775.9063,776.8037,783.6724,789.357,828.3306,837.0061,818.8262,824.6099,875.2196,882.9764,856.0242,905.0478,878.1302,860.3825,876.2143,928.8859,1040.3123,1063.8255,1067.6676,1044.6003,1133.1209,1173.503,1191.5835,1276.1182,1123.0726,1274.3097,1366.9731,1308.1189,1292.3455,1322.081,1246.8833,1191.2309,1210.2971,1176.4065,1205.8412,1168.7845,1190.156,1196.8934,1252.7916,1216.3895,1196.273,1189.6727,1124.1341,1156.134,1136.125,1068.5302,1151.6103,1041.7725,904.0539,953.9011,939.3444,830.5047,658.9743,785.6583,709.737,822.0427,842.1124,823.414,747.8062,689.2561,799.9035,811.0072,827.5662
9006-9,BTG PACTUAL GESTION ACTIVA,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,9006-9A,"Balanced, Moderate",1138.1211,1157.802,1161.9785,1160.7579,1165.5589,1160.2427,1178.2275,1173.6416,1150.9298,1175.3445,1181.2027,1169.2208,1139.7527,1133.0405,1142.3357,1138.3681,1171.4496,1140.5693,1164.5457,1193.9829,1175.2875,1176.2345,1183.2812,1191.6889,1185.3841,1209.097,1244.7442,1260.2174,1273.5946,1264.6628,1273.8646,1263.4256,1278.9043,1296.7189,1287.2644,1293.4085,1307.9373,1281.1388,1275.6311,1289.456,1289.4447,1284.908,1290.6539,1305.6752,1297.8245,1278.0941,1275.3969,1275.1356,1301.0367,1306.9088,1337.4571,1350.4372,1356.4704,1385.8451,1422.5767,1425.7416,1447.6837,1415.2913,1426.8936,1430.0851,1456.1036,1417.7265,1293.6232,1373.7766,1381.7054,1430.8571,1421.9599,1459.9021,1428.6534,1412.1603,1487.9998,1474.34,1516.0453
9005-0,BTG PACTUAL GLOBAL DESARROLLADO,A,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9005-0A,International Equity,1339.5196,1378.743,1385.6105,1369.9324,1396.0344,1397.0458,1475.9154,1428.0205,1356.7897,1453.1436,1505.7739,1471.5064,1348.3529,1312.9641,1330.0754,1313.7104,1386.6857,1294.1874,1345.8138,1393.3041,1345.6853,1308.5171,1378.5991,1389.9203,1359.6013,1404.8333,1441.4659,1472.6866,1510.8183,1492.2062,1488.7382,1430.3222,1477.351,1511.2387,1548.5708,1495.4632,1521.0915,1437.9614,1417.0231,1451.5038,1499.728,1522.2265,1528.3473,1645.0037,1589.9036,1517.0454,1480.5035,1404.9336,1433.1041,1459.2052,1522.3878,1574.0885,1558.4649,1561.8917,1628.9603,1633.6463,1665.1031,1712.6691,1936.703,1830.1358,1944.9995,1834.6979,1660.9002,1790.6862,1781.9494,1858.7892,1814.5712,1970.5243,1937.0272,1849.6581,2018.7735,1930.3578,1984.2229
9024-7,BTG PACTUAL GLOBAL EMERGENTE,A,Accionario Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9024-7A,Emerging Equity,1164.1963,1163.8826,1159.5617,1202.8071,1174.9692,1169.1008,1144.6108,1074.0403,1047.4818,1101.6536,1103.0796,1072.7338,1004.875,977.1193,1027.8189,1011.0393,1037.5218,1017.1005,1052.5866,1100.772,1085.401,1060.2317,1043.5639,1019.2069,1041.2958,1066.5745,1130.965,1154.1374,1190.3497,1185.1733,1216.2628,1201.35,1210.8707,1244.2908,1264.4685,1234.3864,1290.2818,1233.2895,1214.0046,1217.0982,1225.6331,1198.1993,1205.3863,1234.5387,1188.72,1131.4348,1135.4494,1128.6049,1157.9247,1168.5835,1221.0275,1249.9666,1202.5137,1227.7033,1259.6204,1221.7629,1253.7687,1309.9822,1445.9828,1421.1352,1456.6429,1404.1514,1195.3768,1277.1899,1229.6283,1343.6842,1348.6334,1430.2914,1406.9957,1417.1155,1532.0507,1491.0158,1617.8899
8202-3,BTG PACTUAL MONEY MARKET,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8202-3A,"Domestic Bond, < 365",1617.837,1620.9758,1624.5327,1628.011,1631.6382,1635.1171,1638.7882,1642.485,1646.0426,1649.7669,1653.4579,1657.4429,1661.8491,1666.5789,1671.5178,1676.2379,1680.8675,1685.37,1690.0151,1694.4664,1698.5518,1702.8293,1706.8764,1711.2691,1715.8445,1719.7283,1723.5341,1727.578,1731.1958,1734.3449,1737.4252,1740.6106,1743.42,1746.199,1748.9766,1751.8994,1755.1887,1758.1715,1761.2044,1764.1017,1767.0812,1769.9648,1772.9206,1776.0252,1778.8348,1781.7698,1784.875,1788.3288,1791.917,1795.2573,1798.9313,1802.7725,1806.5499,1811.1139,1814.3993,1817.3541,1820.2401,1822.7867,1824.7836,1826.8503,1828.689,1830.7563,1832.9072,1837.0808,1837.876,1838.4577,1838.744,1839.3699,1839.9648,1840.2462,1840.4204,1840.9021,1841.3391
8618-5,BTG PACTUAL MONEY MARKET DOLAR,A,"Fondos de Deuda < 90 Dias Internacional, Dolar",FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,D,8618-5A,"International Bond, < 365",1.8932,1.8934,1.8935,1.8938,1.894,1.8942,1.8944,1.8945,1.8946,1.8946,1.8946,1.8947,1.8947,1.895,1.8955,1.8959,1.8964,1.897,1.8975,1.898,1.8986,1.8993,1.9,1.901,1.9019,1.9026,1.9036,1.9045,1.9058,1.9071,1.9088,1.9106,1.9122,1.9142,1.9159,1.9178,1.9199,1.9218,1.9239,1.9264,1.9288,1.9314,1.9344,1.9371,1.9399,1.9432,1.9465,1.9499,1.9532,1.9563,1.9598,1.9632,1.9667,1.9701,1.9734,1.9766,1.9798,1.9829,1.986,1.9891,1.9918,1.994,1.9962,1.9984,2.0003,2.0009,2.0012,2.0013,2.0014,2.0015,2.0017,2.0018,2.0019
8932-K,BTG PACTUAL RENTA A PLAZO,A,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,8932-KA,"Domestic Bond, < 365",1154.502,1159.4789,1164.9213,1164.0097,1170.1079,1175.1553,1182.0296,1184.0116,1187.2522,1178.2109,1175.7436,1171.842,1175.8574,1182.8927,1205.5003,1205.4867,1212.8686,1216.4542,1220.2404,1225.2657,1228.8473,1230.6018,1230.0601,1236.9852,1241.9682,1248.7029,1252.3267,1256.9418,1259.2578,1261.6432,1264.2202,1267.1405,1268.2614,1268.7708,1272.0563,1275.6878,1279.837,1283.9755,1285.9012,1288.7387,1292.2498,1295.5594,1298.4559,1301.2041,1303.6845,1302.255,1303.963,1305.1959,1309.1421,1311.218,1315.6103,1320.6076,1326.0088,1333.4595,1340.172,1343.7819,1347.7278,1344.3569,1340.3128,1349.6013,1353.9234,1353.6024,1356.989,1364.0518,1369.5554,1371.2531,1372.3584,1375.6925,1374.909,1378.0589,1382.6797,1382.2697,1388.4105
8950-8,BTG PACTUAL RENTA ACTIVA,A,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8950-8A,"Domestic Bond, > 365",1139.0108,1149.353,1157.2074,1152.1938,1158.0787,1164.3995,1177.5386,1182.3794,1182.6212,1176.8386,1172.8555,1159.1338,1170.3152,1182.2684,1193.0417,1196.3369,1205.4962,1213.0028,1221.2565,1235.3985,1244.5743,1242.0662,1229.052,1246.8311,1254.5324,1263.3289,1268.0882,1276.1971,1274.3122,1275.6247,1279.5151,1282.0175,1279.4808,1277.8378,1280.2544,1287.1916,1293.087,1298.7664,1300.7773,1304.7984,1309.909,1313.4107,1317.8537,1322.2285,1324.1963,1320.5811,1323.8997,1326.4598,1332.8583,1336.0046,1350.4942,1360.8453,1376.9273,1395.7249,1418.3839,1432.9446,1433.9645,1404.1391,1345.1209,1342.0768,1347.1469,1315.719,1229.179,1241.8267,1219.3142,1232.4326,1248.0797,1263.0751,1245.2917,1264.8796,1284.829,1302.2126,1323.0999
8203-1,BTG PACTUAL RENTA CHILENA,A,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8203-1A,"Domestic Bond, > 365",1869.9112,1889.2044,1902.229,1890.8402,1901.1467,1909.9699,1934.4824,1945.6575,1944.3744,1937.5428,1930.1597,1903.8644,1918.9956,1939.2082,1956.4552,1963.4444,1981.8563,1995.507,2010.2808,2042.9489,2066.8279,2058.5885,2029.919,2068.5299,2084.217,2105.8831,2117.0907,2133.0804,2129.4626,2129.8028,2127.1937,2132.2001,2125.6343,2113.7662,2116.1916,2130.3372,2142.3363,2153.3094,2158.8873,2167.1602,2178.1283,2185.002,2194.9491,2204.6195,2206.7539,2200.3605,2206.7702,2216.5215,2229.1167,2235.0806,2263.3578,2280.2728,2311.7794,2345.7698,2387.9652,2417.9051,2417.4225,2359.2542,2287.9365,2311.2843,2318.0474,2268.9817,2196.7518,2223.6265,2243.2456,2245.4025,2258.8077,2307.7369,2279.5221,2309.2718,2338.2403,2365.9555,2411.9445
8207-4,BTG PACTUAL RENTA LATINOAMERICANA DOLAR,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,D,8207-4A,"International Bond, > 365",2.229,2.2485,2.2409,2.3092,2.3315,2.3045,2.2522,2.139,1.9558,2.0817,2.0721,1.918,1.8692,1.8865,1.9729,2.0147,2.0122,2.0427,2.0767,2.133,2.1293,2.1444,2.0968,2.1307,2.1635,2.2003,2.2222,2.2397,2.2379,2.2399,2.2767,2.3388,2.3557,2.3805,2.3817,2.3842,2.4001,2.3838,2.3916,2.3803,2.3286,2.3148,2.3738,2.3337,2.3469,2.3518,2.3187,2.3095,2.3892,2.4277,2.4583,2.4805,2.4868,2.554,2.5651,2.4325,2.4472,2.4693,2.4517,2.487,2.529,2.4666,1.8244,1.8726,1.9674,2.0837,2.141,2.1928,2.1729,2.1896,2.2991,2.3848,2.3673
8897-8,BTG PACTUAL RENTA LOCAL,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8897-8A,"Domestic Bond, > 365",1183.5775,1193.0395,1200.8062,1195.9738,1202.8608,1209.859,1221.2269,1225.653,1225.0608,1217.3977,1209.4282,1192.9025,1203.9248,1213.738,1230.6297,1232.9934,1241.1319,1246.4065,1251.9972,1263.3345,1271.0646,1266.9792,1257.9992,1275.1457,1280.4519,1291.6347,1295.8833,1302.849,1301.1734,1301.3882,1302.3095,1306.5543,1302.2709,1299.2042,1301.9045,1309.7418,1316.9911,1323.1722,1325.9121,1329.3349,1335.3586,1339.2375,1343.5004,1346.997,1349.064,1344.2267,1345.6194,1346.8101,1352.4675,1353.6654,1363.1382,1372.8743,1386.7471,1399.5457,1414.9211,1425.2213,1428.9385,1405.7674,1386.0273,1398.0925,1408.5667,1391.5935,1371.904,1392.9335,1409.9387,1408.2706,1408.382,1428.8709,1416.2864,1429.3543,1446.688,1448.6098,1467.1575
8358-5,BTG PACTUAL RENTA NOMINAL,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8358-5A,"Domestic Bond, > 365",1642.3362,1646.3839,1650.8472,1653.4462,1658.2259,1666.5543,1677.6909,1671.9188,1674.0795,1657.1441,1648.0047,1630.0435,1644.1973,1656.2527,1693.1967,1698.2213,1706.3163,1717.06,1724.4922,1739.7376,1747.1408,1748.8757,1736.6759,1754.5483,1763.6527,1772.4273,1779.7123,1793.6925,1793.5451,1797.7971,1804.676,1806.4648,1807.045,1808.4732,1811.6277,1818.8266,1828.3992,1833.8095,1838.1065,1846.7603,1850.2821,1853.9002,1858.8113,1864.5593,1865.6794,1866.2496,1872.88,1879.4347,1886.0364,1890.2353,1903.0707,1913.572,1933.9446,1959.8067,1986.2493,2000.2026,2001.8721,1977.2868,1940.3844,1960.6627,1961.5312,1937.9954,1898.5505,1932.728,1935.4328,1945.8849,1953.3542,1968.2591,1954.9939,1965.4035,1975.0527,1981.2182,2001.7144
8931-1,CAPITAL EFECTIVO,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8931-1A,"Domestic Bond, < 365",,,,,,,,1153.3526,1156.3222,1159.4154,1162.4005,1165.6706,1169.1193,1172.4124,1175.9419,1179.3686,1182.8411,1186.165,1189.5613,1192.8976,1196.1345,1199.4828,1202.7387,1206.1179,1209.4795,1212.431,1215.5978,1218.5647,1221.159,1223.5645,1226.0267,1228.4488,1230.7908,1233.2194,1235.5748,1238.0109,1240.4574,1242.6703,1245.1233,1247.4152,1249.7378,1251.9972,1254.3398,1256.5673,1258.7209,1260.9385,1262.9889,1265.0934,1267.2079,1269.1197,1271.2424,1273.2946,1275.2773,1277.2515,1278.9558,1280.4361,1281.976,1283.3206,1284.6236,1285.9319,1287.1223,1288.0243,1289.2748,1290.8611,1291.0589,1291.1937,1291.3324,1291.4711,1291.6012,1291.6759,1291.7516,1291.8277,1291.9074
8026-8,CAPITAL FINANCIERO,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8026-8A,"Domestic Bond, < 365",18844.2233,18888.1723,18937.0781,18984.5005,19033.8203,19081.6863,19131.2499,19181.3676,19231.3328,19283.2598,19333.6301,19387.705,19444.3798,19497.4512,19554.7392,19609.325,19663.8797,19716.8072,19771.1014,19824.4337,19876.1937,19929.8632,19981.9497,20035.9478,20093.5523,20147.1637,20202.3219,20253.7744,20298.3142,20339.1522,20379.7261,20419.9634,20459.0725,20499.3453,20538.4915,20579.0227,20619.6501,20656.3796,20695.4291,20731.4357,20767.9727,20803.0889,20837.7185,20870.3598,20901.8342,20934.5748,20964.4714,20995.1427,21025.8979,21053.7103,21084.5662,21114.3653,21145.3658,21175.9091,21203.1503,21227.9232,21256.057,21275.0007,21292.4008,21310.4257,21328.385,21341.7498,21357.7859,21384.5142,21387.9365,21390.1792,21392.4954,21394.8012,21397.0162,21398.3744,21399.6179,21400.84,21402.1012
