fundRUN,fundName,fundSeries,aafmCategory,svsCategory,svsCategoryId,currency,fundRUNSeries,userCategory,2015_return,2015_stdev,2016_return,2016_stdev,2017_return,2017_stdev,2018_return,2018_stdev,2019_return,2019_stdev,2020_return,2020_stdev,avg_ann_return,ann_stdev
8933-8,BICE EST MAS CONSERV,D,Fondos de Deuda > 365 Dias Orig. Flex,FM DE LIBRE INVERSION,6.0,P,8933-8D,"Domestic Bond, > 365",1.0937237147996104,2.1484578813214608,4.676012357409687,2.441698734053216,1.446722604816908,1.5719705614775308,2.151889858436973,0.849789291112695,4.680567910354605,3.984833695550548,3.2495349027713116,4.687517782446101,2.873060579050235,1.573493941961531
8750-5,BICE EXTRA DOLAR,X,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,8750-5X,"International Bond, > 365",,,,,7.704934851749257,1.3181754657491247,-2.338625344614498,3.411857909103884,2.5601090236542445,1.751328115252005,4.853283651606888,20.921817091676637,2.07510236996189,4.2470975587429365
8537-5,BICE LATAM PACIFICO,D,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8537-5D,International Equity,3.6579833197998513,9.529918618646944,-1.824990945718008,10.95581019257278,11.257429809484009,13.219337251581894,-11.93441563399913,19.329036709477585,8.818460328462386,11.843605259739247,-22.812896149822805,42.690195193413,-2.912262910357233,13.08888102148674
8506-5,BICE LIQUIDEZ DOLAR,APV,"Fondos de Deuda < 90 Dias Internacional, Dolar",FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,D,8506-5APV,"International Bond, < 365",,,,,,,2.042726999454736,0.10738006216798271,2.425327897549545,0.041588918057240534,0.7535511524499272,0.2775241269988051,0.8652641543232864,0.8758990901905115
8063-2,BICE LIQUIDEZ PESOS,D,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8063-2D,"Domestic Bond, < 365",2.728960670329794,0.05594441638137296,3.070190743283918,0.06868496081297118,2.1765496117491567,0.11916864697994647,1.9201462142329095,0.02597415714340615,2.0147897640816703,0.12989982526624114,0.5042202193556777,0.24914619063492321,2.0659260689916303,0.8857911433813133
8924-9,BICE MUNDO ACTIVO,D,Accionario Desarrollado,FM DE LIBRE INVERSION,6.0,P,8924-9D,International Equity,0.0,0.0,3.888130000000012,5.7581036733604405,11.842447670434876,8.210567543802721,-8.605806847222553,12.691255880301311,30.082898063346143,15.170351091777972,0.7865914291945941,22.834490921597773,5.670158649193979,13.374801274722156
8183-3,BICE NORTEAMERICA,D,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8183-3D,International Equity,7.063059888648859,14.261288621923132,11.706697372474162,9.27895133222842,16.715875651509005,4.096388160270619,-13.871647352257078,14.941535841793424,15.751195603017232,10.9757961825904,9.613293002054535,26.072608110969707,7.291160111678896,11.23799570094563
8902-8,BICE RENTA CORTO PLA,K,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,8902-8K,"Domestic Bond, < 365",,,,,3.0195927228442443,0.7300917311871354,2.789127187418705,0.36069072314222883,3.928674003549837,0.9484978341489609,3.084549612920484,0.8630068698612773,2.12513927999749,0.49851027054080566
9238-K,BICE RENTA LARGO PLA,D,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,9238-KD,"Domestic Bond, > 365",,,3.4603446551081607,4.898120739909439,1.1966393362261352,2.0426556315893283,3.8027315088391633,1.0588310810311061,5.496688455757126,5.953971910242236,2.6955803542728862,5.829060995912794,2.7597949412502487,1.57231667405143
8029-2,BICE RENTA PESOS,K,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8029-2K,"Domestic Bond, > 365",,,,,3.812377529625244,0.8494004831652099,3.3955980354837934,0.6305096376094403,5.427261168683817,3.1119117741814635,4.102845817168155,3.251600561195675,2.768760582337859,0.8778694224909872
8141-8,BICE RENTA UF,D,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8141-8D,"Domestic Bond, > 365",3.020997663047731,1.691561752380379,4.143956872699905,2.325093461890453,1.8766867496448514,1.5681140304671752,2.5468861346393368,0.8793693251236164,4.29829102366468,3.8332710281945634,3.326023611860074,4.064416236445191,3.198647136063615,0.9298289875943636
8944-3,BICE TENDENCIAS,D,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8944-3D,"Balanced, Aggressive",-6.960046426247701,3.765643155730139,-3.350331724595479,5.1434904289470635,14.511401071762918,3.7160478166470847,-8.605868815242612,5.243141605741617,1.0761953109637457,5.367691819833849,-12.778658252581254,13.733499377733747,-3.064075526604715,9.649042558498998
8100-0,BICE TESORERIA,CLASICA,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8100-0CLASICA,"Domestic Bond, < 365",,,,,,,2.1222883750882326,0.029819656377835867,2.16322396173918,0.12694611286412424,0.5705425068314174,0.2720829258688412,0.8047476389864139,0.9079487117227183
8172-8,BONOS HIGH YIELD G,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6.0,D,8172-8A,"International Bond, > 365",-4.495379657338294,5.691679766724994,12.81014971533001,4.643886809929851,4.936335117180302,1.9762218189636522,-5.831269124289684,3.406591337806068,7.483337300642701,3.021148899519601,4.975825390247279,16.112764932310448,3.103308446009656,7.177412091025165
8244-9,BONOS LATAM,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,D,8244-9A,"International Bond, > 365",-6.424426288221308,6.854497330078792,8.33026334996585,7.286820968841837,6.391529592650058,1.6688171646010337,-2.2363052075407897,3.7590613528367705,8.270106086383343,2.2349749796783267,3.419091561536458,9.166148228147888,2.8058211398150013,6.0678191182418715
8799-8,BRASIL ACTIVO,APV,Accionario Brasil,FM DE LIBRE INVERSION,6.0,P,8799-8APV,International Equity,,,,,7.26882553054744,15.841615871559862,2.020808726604284,35.192958549856066,39.33283030254289,17.200451040213178,-33.08031671546618,51.54128766288392,0.33711369466935537,29.653042543187603
8204-K,BTG ACCIONES CHILENAS,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8204-KA,Domestic Equity,-8.626822810445523,11.659836418953748,9.49175937650033,11.764592532802537,38.168417416281166,23.571623141120185,-16.190773455161043,10.365419891862631,-22.1141047990019,16.06279339257172,-17.24045500714374,37.54309206103175,-4.750446661195262,22.909870409791004
9449-8,BTG INVESTMENT GRADE,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,9449-8A,"International Bond, > 365",,,,,2.913957075642082,0.903330505704867,-2.7923742167195287,4.090029703449971,9.775873949910485,2.45655735874664,7.817611827869642,16.642813007348614,2.8557410262066707,5.612941937460206
8373-9,BTG PACTUAL ACCIONES ASIA EMERGENTE,A,Accionario Asia Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8373-9A,Emerging Equity,-5.555408969565045,11.094709416413243,1.8042203543907842,12.91942695410091,24.714941276664916,10.007529123341765,-14.843119828090812,12.831023403472033,24.67240480222386,15.448771926613503,11.628348425911717,20.232578441719582,6.0321716274654325,16.181973643874695
8206-6,BTG PACTUAL ACCIONES LATINOAMERICANAS,B,Accionario America Latina,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8206-6B,International Equity,-11.064585883564282,14.659357149505611,8.74313559678459,17.35054523958842,10.084603126950764,11.115624535768479,-4.4497424974445305,20.426895649026893,23.100483360250813,11.049337205825964,-15.365205318832952,44.657557218973906,0.9734716226051487,14.626983212490059
8205-8,BTG PACTUAL ACCIONES USA,A,Accionario EEUU,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8205-8A,International Equity,12.293741338367692,12.829138473856872,5.99606590951367,14.154403552314978,8.523055691725133,10.352534541824966,-1.9136129596336704,16.453374146279558,31.69641545668369,16.680185983069094,1.2674558673255953,23.16248518306615,9.136490460976553,11.930121581173198
8575-8,BTG PACTUAL BRASIL,A,Accionario Brasil,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8575-8A,International Equity,-19.994077915413953,20.672910232157207,27.055105332725727,26.051706797858504,5.446712908689633,14.059941290563364,-5.067496669926985,35.41951992556601,23.079393982305916,14.747920579644786,-26.03448557090402,50.83540079742935,-1.266891385892166,21.882359017936402
8898-6,BTG PACTUAL CHILE ACCION,B,Inversionistas Calificados Accionario Nacional,FM DIRIGIDO A INVERSIONISTAS CALIFICADOS,8.0,P,8898-6B,"Domestic Bond, < 365",-6.969271382923692,12.26788318136076,9.788541742697587,11.784074726500082,45.43356573842723,24.553010464973784,-12.442066343514735,10.540158421608528,-23.85795849844459,21.590113857239146,-13.662422429941557,44.99083501144324,-2.577038223368555,24.97509577813567
9006-9,BTG PACTUAL GESTION ACTIVA,A,Balanceado Moderado,FM DE LIBRE INVERSION,6.0,P,9006-9A,"Balanced, Moderate",2.7325475294325052,4.22672615332653,4.556795522397095,5.872083920744879,9.113029270428052,4.124636359678348,-2.5078954472817605,3.3567632320153646,9.918890066667597,4.6874624248355605,1.2524108861484917,14.60023049612425,4.087205287928075,4.749850951810241
9005-0,BTG PACTUAL GLOBAL DESARROLLADO,A,Accionario Desarrollado,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9005-0A,International Equity,9.853293673343778,12.980765229902277,3.082827945117339,13.905699014141385,9.992775087814332,9.244280763716912,-7.63648340681674,14.246858412031383,27.704316804341,15.73356133832352,-0.7527868259092019,22.104645407875054,6.487342144747643,12.127929673170643
9024-7,BTG PACTUAL GLOBAL EMERGENTE,A,Accionario Emergente,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9024-7A,Emerging Equity,-7.856278189511523,10.797639139786801,1.4262370941659386,10.73325637571567,18.54329960804606,8.045437176012554,-12.530355771894165,8.182914537399052,22.731227686912625,13.731035753667664,2.3597341530995575,24.287467997345505,3.3330172066557973,14.038728531453584
8202-3,BTG PACTUAL MONEY MARKET,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8202-3A,"Domestic Bond, < 365",2.4480772784897464,0.03982519020147005,2.973795875931229,0.06419453500904741,2.1012918128653357,0.09896405718705081,1.8881217728897282,0.03201154592114709,1.9494931963924822,0.1529179181364596,0.6678609648770317,0.23090867650159452,2.0023568422597338,0.767963157159343
8618-5,BTG PACTUAL MONEY MARKET DOLAR,A,"Fondos de Deuda < 90 Dias Internacional, Dolar",FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,D,8618-5A,"International Bond, < 365",0.07923093175576934,0.016911426397823632,0.3325064654034815,0.033656283489901496,0.8360060991639884,0.07835457944951421,1.5625813844471148,0.08650401164075437,1.838009420438258,0.03073372789427579,0.5020584396023597,0.1699210295198331,0.8563641095320929,0.702375295679558
8932-K,BTG PACTUAL RENTA A PLAZO,A,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,8932-KA,"Domestic Bond, < 365",1.5019462937266637,1.4888017997522112,5.198572547997737,1.8349137318741906,2.7150131541210154,0.46807888188579033,1.9814163834925846,0.40103195682894127,3.090512481418184,1.0749475072287356,2.0936413389413433,0.6527520363873055,2.756529774295613,1.3183891392388343
8950-8,BTG PACTUAL RENTA ACTIVA,A,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8950-8A,"Domestic Bond, > 365",1.766708445609133,2.428800279665602,6.538059148509734,2.4037824423607845,2.6032966545941782,1.0883206895098718,2.5808626952401603,0.6633481070203805,0.6916339118719472,6.074840814763177,-3.33551597082693,8.844695874945241,1.765307524820825,3.20334220416085
8203-1,BTG PACTUAL RENTA CHILENA,A,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8203-1A,"Domestic Bond, > 365",1.8157653689651054,2.731035260401667,7.79232114966808,3.182796589689343,2.2128310056006573,1.7177901147695893,3.4628176724634585,0.8111686338078717,3.686105801459383,5.563762232748819,2.066743760287215,5.764255141116764,3.4863094708995623,2.236402890080852
8207-4,BTG PACTUAL RENTA LATINOAMERICANA DOLAR,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,D,8207-4A,"International Bond, > 365",-13.95244504262002,15.317906882592109,13.989942221271146,6.068529576633951,10.201063092211694,3.016227485339815,-3.7748427148868946,4.439931132933658,4.093420391762925,7.049570355867917,-5.701858442071972,31.082925470214484,0.3462119076884207,10.526525119329346
8897-8,BTG PACTUAL RENTA LOCAL,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8897-8A,"Domestic Bond, > 365",0.787865602379223,2.5779833638914873,5.915726630101825,2.2109217119773183,2.2874658548282856,1.2904032044005567,2.2641762727173997,0.7758207923339899,3.3734636876671775,3.2887479758013516,2.842825973381302,3.7618978766692845,2.90021575014765,1.7065622069464121
8358-5,BTG PACTUAL RENTA NOMINAL,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8358-5A,"Domestic Bond, > 365",-0.7484886468434371,2.061928542722153,6.711542465128728,2.4597235508049895,3.1283880324056934,0.8306303411459838,2.7912668086925496,0.4471476856268246,3.9567794131651013,3.588192632944758,1.0036546958824832,3.6065143860707938,2.780836161743694,2.5520398095514154
8931-1,CAPITAL EFECTIVO,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8931-1A,"Domestic Bond, < 365",,,3.1646556514805635,0.03153518340041582,2.3589816941915975,0.08734502386252971,1.9860416004612524,0.03420233216080177,1.477579172288923,0.08833212709002203,0.36557520602356064,0.1475336183709481,1.5528424124747975,1.0423517241566869
8026-8,CAPITAL FINANCIERO,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8026-8A,"Domestic Bond, < 365",2.884075885473081,0.040410752854628806,3.0423598288283005,0.031428854480882826,2.416050645260981,0.11058755452197093,1.821042540387241,0.05082128096878571,1.35322544299048,0.08815447721972587,0.33971160966947966,0.13674851663554252,1.9717777257151514,1.0241747206413787
8038-1,CAPITALES ACC CHI,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8038-1A,Domestic Equity,-10.716127754498538,9.341860471425775,2.108518800195913,10.087046813346848,24.264503709515495,21.734458159363932,-18.70209594559008,9.529878024689067,-19.69795162168021,13.141700933037939,-14.556666694814147,31.2676366585153,-7.3644452883722895,16.886931038064677
8177-9,CASH,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8177-9A,"Domestic Bond, < 365",2.4508324359009848,0.05327903132243563,2.762394637872312,0.05845483840015211,1.8731251253068848,0.11775750975488415,1.5657849233404963,0.025342298915090294,1.4860422594201061,0.16061230367375087,0.31141026721150933,0.13946296538331623,1.7385560916639786,0.8606967609020898
8381-K,CHILE ACCIONES,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8381-KA,Domestic Equity,-9.261324653528868,10.365153580466107,5.0361395167735745,10.870945087887488,25.008167991761134,20.816956035182415,-17.220622250031102,10.177597398977639,-18.645658646582685,12.605073970988084,-15.14784205065004,34.03929461741312,-6.206539390983179,17.075658303539882
9489-7,CHILE BLUE CHIP,BCH,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9489-7BCH,Domestic Equity,,,,,,,-15.587273736775643,9.370964530557433,-15.12276017705454,12.698743754184102,-9.537259258879072,33.20794467169937,-6.972470855813584,3.366904328332429
8679-7,CHILE MID CAP,A,Accionario Nacional Otros,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8679-7A,Domestic Equity,-8.36274037112953,7.978029187197963,5.234754710529432,11.640986770438245,35.209634982185236,32.46395944382547,-14.735394865016938,12.694532902417254,-30.21253630837264,22.334874672930315,-17.86432813541844,31.432823139448157,-7.23457111388125,22.9291292712328
9561-3,COBERTURA GLOBAL,BCH,"Fondos de Deuda > 365 Dias Internacional, Mercados Internacionales",FM DE LIBRE INVERSION,6.0,P,9561-3BCH,"International Bond, > 365",,,,,,,-3.4455381292818554,2.8552635636205506,9.921848944417434,2.484240219314781,2.5262000603882173,14.482721796601592,1.4180382525875723,6.696321335876753
9362-9,COMPASS ACC CHILENAS,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,9362-9A,Domestic Equity,,,,,33.080730057352795,23.31553348158393,-11.785416784335112,9.898890709759785,-15.71919255744988,16.056900413720374,-9.321024380767973,34.14288485692433,-1.7916361623687038,22.83052915292433
8317-8,COMPROMISO BANCOESTADO,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8317-8A,"Domestic Bond, > 365",3.5678947139005546,1.496628760783611,3.9778253788334883,1.7662687509234922,2.118108896939863,1.3504373997201427,2.858521836502592,0.9017259848600636,5.207250199752633,3.347363290997549,4.891673292422083,4.428802343189215,3.764612204861084,1.1804586765010088
9079-4,CONSERVADOR AMERICA,A,Balanceado Conservador,FM DE LIBRE INVERSION,6.0,P,9079-4A,"Balanced, Conservative",3.6603197094160933,3.1914437672167866,3.543860536892862,2.7954480283606324,0.8967697494003835,3.1624409327866356,-1.8856176880979847,2.3716261210648253,7.5429534580252255,4.560637275893658,-0.4674426872322557,8.74464153921896,2.168180525180863,3.40558959680056
8375-5,CONSORCIO AHORRO DINAMICO,A,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8375-5A,"Domestic Bond, > 365",2.2028280215760088,2.1490255430808016,5.356512708515093,3.603325896020796,0.7963698477213121,1.5891654913664122,1.9407095777752792,1.0390327037067906,4.170416257046927,5.482469489693268,3.0493323881767287,5.692278978907401,2.908458072131115,1.643168269915853
8303-8,CONSORCIO BALANCEADO,A,Balanceado Agresivo,FM DE LIBRE INVERSION,6.0,P,8303-8A,"Balanced, Aggressive",4.415540344171487,8.076383236518028,-0.9064414947458133,8.491593153561208,12.643409775649662,6.638174708269888,-10.121248096688385,7.571802488562734,10.459995771801168,7.7667434160698035,-3.8975140684550214,20.030530734206348,1.7854040665131077,8.726769276933226
8320-8,CONVENIENCIA BANCOESTADO,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8320-8A,"Domestic Bond, < 365",2.6461235079457524,0.07594872055339338,3.042509735683674,0.025010410085817506,2.2444687879394243,0.11910226676920038,1.9257152065294658,0.02950039246470292,1.9766146871942114,0.1280457183893862,0.5225853739544872,0.27127153120463404,2.0566092734748187,0.8638892839186942
8806-4,CORPORATIVO,D,"Fondos de Deuda > 365 Dias Nacional, Inversion UF > 3 años y =<5",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8806-4D,"Domestic Bond, > 365",3.552425907761525,2.273967996265178,5.466346638520703,2.8926067556155877,3.3302271506110204,1.747666914321932,5.2337360634926,0.9188364074952824,4.0589356899147555,6.495948203038114,5.157783169589036,9.050916441624915,4.463095878671375,0.9336994125531726
8274-0,CRECIMIENTO,A,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,8274-0A,"Domestic Bond, < 365",2.1180256616515125,0.45399473407830154,3.6265291859652438,0.3445447268552137,2.3609417199071947,0.3590236464820642,1.9802863856653419,0.2746037553565884,2.648500353574179,1.12595110835207,-96.82223462744062,103.3621054355574,-42.528872620939225,40.57149016925574
8170-1,Consorcio Acciones C,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8170-1A,Domestic Equity,-7.771638656196378,8.738462570273178,5.6831537925002396,10.32711691696764,27.477159075663373,21.426950355669078,-17.358430081917064,10.096017008757256,-22.690749551166967,14.989297393823625,-12.198329480729475,34.94334024403282,-5.838672563021241,18.39805691992094
9073-5,DCL I.G.,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,D,9073-5A,"International Bond, > 365",-8.740905416329836,7.66030664599459,8.737972700827923,8.278008883723587,7.471790179932891,1.7290156834075243,-4.528266212894694,4.945334636225008,12.271062271062272,3.140759643076281,4.752292034653882,20.281920029253364,3.048816348314598,8.195427582250032
8152-3,DEPOSITO XXI,B,"Fondos de Deuda > 365 Dias Nacional, Inversión en UF < 3 años",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8152-3B,"Domestic Bond, > 365",3.583917376973944,1.4212263257493312,4.560356337492588,2.1259228747010575,2.105090930779707,1.5090055485445206,2.5984050939169334,0.8168429358400361,5.100836503719863,2.997038311425973,4.378576729489336,3.403664229130014,3.715617141852534,1.1773740143984148
9056-5,DEUDA 360,A,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,9056-5A,"Domestic Bond, < 365",0.5007801364121933,0.42020668559346935,4.460268420580693,0.9019793027775563,0.31084182234757396,0.3099370609030201,2.259050650177641,0.3294604606902968,2.8064475814860046,1.1804209208086902,1.9901778006713666,0.9319430318385958,2.0449421765547315,1.5397086980407477
9072-7,DEUDA CHILENA,A,Fondos de Deuda > 365 Dias Orig. Flex,FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,9072-7A,"Domestic Bond, > 365",2.9097252230831705,1.695483873409572,7.024949392469004,2.644336847707102,3.36008250440607,1.1249702655913312,3.4705430716306163,0.745920770507982,4.68672092369764,7.054160636283043,1.13131632823118,8.478838160733403,3.7483934580704537,1.9695319135388085
8940-0,DEUDA CORPORATIVA,A,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,D,8940-0A,"International Bond, > 365",-8.6023856621393,9.98486845520992,13.951355785107022,6.949744338359796,6.501221306278837,2.3378566487839265,-3.956713091513131,5.115102293972188,10.294074510774376,3.2686996368876966,0.24325024737312795,24.674757295402433,2.7654701095830347,8.671496001739843
8250-3,DEUDA CORTO PLAZO,A,Fondos de Deuda < 365 Dias Nacional en pesos,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 365 DIAS,2.0,P,8250-3A,"Domestic Bond, < 365",2.7538030160284777,0.6602690433482483,3.2213997138738737,0.6372514103282794,2.015674864926509,0.4734661072914913,1.868888924479184,0.33573327793161073,2.599662376261014,1.1498942532539134,2.3430609499671684,4.418689362342371,2.4660692617525015,0.4991525395533121
9352-1,DEUDA LATAM DOLAR,CORPO,"Fondos de Deuda > 365 Dias Internacional, Mercados Emergentes",FM DE LIBRE INVERSION,6.0,D,9352-1CORPO,"International Bond, > 365",,,,,9.01118838826731,1.7460561132022407,-5.74468761784469,5.779363831139216,7.939761650046018,5.6625795640719785,3.0227386540142787,25.30662355765584,2.246529544178122,6.7271489288074635
8422-0,DEUDA MEDIANO PLAZO,A,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE INV.EN INST.DE DEUDA DE MEDIANO Y LARGO PLAZO,3.0,P,8422-0A,"Domestic Bond, > 365",0.27004751161539,1.1256978427373425,5.7755140651367,1.4028176377711197,2.1771753282389117,0.8085805733532779,2.663174711031502,0.5761948686837262,3.0942773482461217,3.820035480434563,3.4673883011632656,2.77586741819008,2.8948959324864187,1.795722075370708
8620-7,DEUDA NOMINAL,APV,"Fondos de Deuda > 365 Dias Nacional, Inversión en Pesos",FM DE LIBRE INVERSION,6.0,P,8620-7APV,"Domestic Bond, > 365",0.9852139388652148,1.3062084907378684,5.783151119330432,2.054529155040948,2.70064120808291,0.9994087526790106,2.818396459745287,1.0797947678824547,4.6319901566816535,2.5653545959818684,5.2277839531390535,3.316573452555258,3.6777420349164203,1.8268984182331047
8052-7,DISPONIBLE,A,Fondos de Deuda < 90 Dias Nacional,FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,P,8052-7A,"Domestic Bond, < 365",1.307930893546616,0.049692388540041696,1.798581233995944,0.01864219786454229,1.0639684123134208,0.07287994414020331,0.9282520378686154,0.02284415338823652,1.1888020822437229,0.14124048182484158,0.2654321274704108,0.1349677188175618,1.091116330026054,0.5032031977797112
8918-4,DIVIDENDO LOCAL,A,Accionario Nacional Large CAP,FM DE INVERSION EN INSTRUMENTOS DE CAPITALIZACION,5.0,P,8918-4A,Domestic Equity,-1.9312680973257779,9.25290207044265,-0.9430028695757264,9.417748053904353,21.08116729058116,18.79426527122666,-8.455417286818944,9.365595640109671,-11.972813363815881,10.176377936052985,-14.214130587062224,32.4201668928409,-3.3890711483056557,12.813256914131227
9104-9,DOLAR DISPONIBLE,A,"Fondos de Deuda < 90 Dias Internacional, Dolar",FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,D,9104-9A,"International Bond, < 365",0.09738032917350203,0.001798367363393413,0.09547731165453488,0.0009282452891283558,0.3047892315121148,0.0385210606295742,0.5258380450635869,0.026119919082284938,0.6402425766254938,0.02343317761245142,0.2566808176486468,0.0736308690768359,0.3198612054968297,0.22321972253604255
8384-4,DOLAR MONEY MARKET,A,"Fondos de Deuda < 90 Dias Internacional, Dolar",FM DE INV.EN INST.DE DEUDA DE C/P CON DURACION <= 90 DIAS,1.0,D,8384-4A,"International Bond, < 365",0.09483814951753988,0.0009593382391099096,0.095032478590662,0.0006725466445845675,0.30821640610319,0.05074101805236823,0.916290881048365,0.06773444213266704,1.3114971662867125,0.028974260402832873,0.20575545205878676,0.08436175426077319,0.4875441350318699,0.5064705922183644
